movieId,nameEnglish,time,info_addr,grade,type,picture
640,Erin Brockovich,2000,tt0195685,7.3,"Biography, Drama",https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
641,Final Destination,2000,tt0195714,6.7,"Horror, Thriller",https://m.media-amazon.com/images/M/MV5BZTI0NGM2OGYtNzVmMi00NGQ2LTk2MDAtN2RmYjIzMGRkZGYxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
684,Romeo Must Die,2000,tt0165929,6.1,"Action, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BMTI5Nzg1MjA5M15BMl5BanBnXkFtZTYwNzAxNzg2._V1_SX300.jpg
685,Here on Earth,2000,tt0195778,5.2,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BYmViZTk5YzUtMjQzZi00MGZkLWE1N2UtMzY3MDJmNjBiM2U1XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
686,Whatever It Takes,2000,tt0202402,5.5,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BY2RhZWQyOTMtZjU1OC00YmYxLTg3MjUtNTU1ZDcyOTQ4ZDEwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
713,High Fidelity,2000,tt0146882,7.5,"Comedy, Drama, Music, Romance",https://m.media-amazon.com/images/M/MV5BMTgxMTI1ODYyOV5BMl5BanBnXkFtZTYwNjQyOTI3._V1_SX300.jpg
742,Frequency,2000,tt0186151,7.3,"Crime, Drama, Mystery, Sci-Fi, Thriller",https://m.media-amazon.com/images/M/MV5BMTI4NTgyOTIxN15BMl5BanBnXkFtZTYwMTUwODY3._V1_SX300.jpg
743,Ready to Rumble,2000,tt0217756,5.4,"Comedy, Sport",https://m.media-amazon.com/images/M/MV5BMTYwMjYyOTA4OV5BMl5BanBnXkFtZTYwMDAyNjE3._V1_SX300.jpg
744,Return to Me,2000,tt0122459,6.9,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMjIwNDEzODU3Nl5BMl5BanBnXkFtZTcwMjI0NzU2NA@@._V1_SX300.jpg
745,Rules of Engagement,2000,tt0160797,6.4,"Drama, Thriller, War",https://m.media-amazon.com/images/M/MV5BZjZmNWI1MTgtZjVjNi00M2FjLWI4YjUtNzkwNmYyMzM4NjMwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
746,Joe Gould's Secret,2000,tt0172632,6.6,Drama,https://m.media-amazon.com/images/M/MV5BMTY2OTk4MTQ1NV5BMl5BanBnXkFtZTcwNDYzNDQzMQ@@._V1_SX300.jpg
766,28 Days,2000,tt0191754,6.0,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMDlkMmE5ZTEtNTA0YS00OTBjLTgyYmEtMGExMzJkOTRjNDg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
767,American Psycho,2000,tt0144084,7.6,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BZTM2ZGJmNjQtN2UyOS00NjcxLWFjMDktMDE2NzMyNTZlZTBiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
768,Keeping the Faith,2000,tt0171433,6.3,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTMxNzg3MzQ3Nl5BMl5BanBnXkFtZTYwOTY4Nzc5._V1_SX300.jpg
769,Where the Money Is,2000,tt0149367,6.2,"Drama, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BNmY2ZTM0NjYtOTlhZC00YjA2LThjZTktOTUwMDExZjM3ZjU0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
785,Gossip,2000,tt0176783,5.9,"Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BN2Y5YWJlZjMtNGFmYS00MDE1LWE3ZjktMDBkMjc1YTY0YWJhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
787,U-571,2000,tt0141926,6.6,"Action, War",https://m.media-amazon.com/images/M/MV5BMDE0YzUwMzMtY2NhZS00OGYxLWFhOWItN2ZlZThjOTA0NDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
797,Where the Heart Is,2000,tt0198021,6.8,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMGZkNjMxYWItYzRjZC00MzA2LWE0YWYtYjIzMmU2MTJiNmEyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
799,Bossa Nova,2000,tt0180837,6.5,"Comedy, Romance, Drama",https://m.media-amazon.com/images/M/MV5BMjAwODA2NDc3MV5BMl5BanBnXkFtZTcwMTE3NjUyMQ@@._V1_SX300.jpg
810,Gladiator,2000,tt0172495,8.5,"Action, Adventure, Drama",https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
812,Up at the Villa,2000,tt0153464,6.0,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTU1MzIzNzAwMF5BMl5BanBnXkFtZTcwODAxODAwMQ@@._V1_SX300.jpg
825,Battlefield Earth,2000,tt0185183,2.5,"Action, Adventure, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMTg0Njk2OTM3OF5BMl5BanBnXkFtZTYwNTAyMzc3._V1_SX300.jpg
826,Center Stage,2000,tt0210616,6.7,"Drama, Music, Romance",https://m.media-amazon.com/images/M/MV5BODk2MjYwNDQ4MV5BMl5BanBnXkFtZTYwNzc1NDY2._V1_SX300.jpg
828,Screwed,2000,tt0156323,5.7,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BZDQwMzlmOGMtYmE5Mi00ZWYwLTkzOTAtMDdjNzgzNzRiN2VkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
829,Whipped,2000,tt0174336,4.5,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMDNiMjFmZTQtMmQzNi00NGY4LWEyYmYtMzA0MDA4MWJkYTk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
830,Hamlet,2000,tt0171359,5.9,"Drama, Romance, Thriller",https://m.media-amazon.com/images/M/MV5BZTA0MWFhY2MtMWEwMS00OWJlLWJlNzEtZGRjOTg2YzRlNWUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
847,Dinosaur,2000,tt0130623,6.5,"Animation, Adventure, Family, Thriller",https://m.media-amazon.com/images/M/MV5BZWQ1NTZjMjUtODNmZS00NTVhLWFhM2ItNWZiOTdjMzdhZTY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
848,Loser,2000,tt0217630,5.3,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMTY1MDE5MTc5Nl5BMl5BanBnXkFtZTYwNzIzMzE3._V1_SX300.jpg
849,Road Trip,2000,tt0215129,6.4,"Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BODA4ZGRhZjgtMTYwMy00MDQzLTkxNTUtYTYwZjE5NDRiZTRjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
850,Small Time Crooks,2000,tt0196216,6.7,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BNTA2NTBiMzEtMDA2My00YWNhLWJjMjAtYTUyMzMwNjM0Mjk2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
855,Mission: Impossible II,2000,tt0120755,6.1,"Action, Adventure, Thriller",https://m.media-amazon.com/images/M/MV5BN2RkYWVkZDQtNTMxMi00NWQ4LWE2ODctNmQzOWM2NjQzYzdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
856,Shanghai Noon,2000,tt0184894,6.5,"Action, Adventure, Comedy, Western",https://m.media-amazon.com/images/M/MV5BMTI0MjE2MzUwOV5BMl5BanBnXkFtZTYwMTk5NjU3._V1_SX300.jpg
878,Big Momma's House,2000,tt0208003,5.1,"Action, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMTcyMjdlYmUtNjQ1Zi00YTg3LTliNTgtZmNkOTRmYzEzYTMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
949,Gone in 60 Seconds,2000,tt0187078,6.5,"Action, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BMTIwMzExNDEwN15BMl5BanBnXkFtZTYwODMxMzg2._V1_SX300.jpg
951,Love's Labour's Lost,2000,tt0182295,6.1,"Romance, Comedy, Musical",https://m.media-amazon.com/images/M/MV5BMTYxMjYzMDY4N15BMl5BanBnXkFtZTcwODU5ODEyMQ@@._V1_SX300.jpg
975,Boys and Girls,2000,tt0204175,5.4,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTgyNjIzNTI4Ml5BMl5BanBnXkFtZTcwNzAzMjk0MQ@@._V1_SX300.jpg
976,Shaft,2000,tt0162650,5.9,"Action, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BYmJhNWMyOTUtZjgwZS00YzdjLTk1MmMtODJlOTExMDQ3MDU5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
977,Titan A.E.,2000,tt0120913,6.6,"Animation, Action, Adventure, Family, Sci-Fi",https://m.media-amazon.com/images/M/MV5BYTVkYTAyZDMtYzNmYi00OTkyLTg3M2ItNmE0MDZkNmY3Y2I3XkEyXkFqcGdeQXVyNjU2MDUzMjY@._V1_SX300.jpg
983,Chicken Run,2000,tt0120630,7.0,"Animation, Adventure, Comedy, Drama, Family",https://m.media-amazon.com/images/M/MV5BY2UyYjFkNzAtYzIyMC00MGI1LTlkNDktNzUyOGQ5NTI2ZGFjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
984,"Me, Myself & Irene",2000,tt0183505,6.6,Comedy,https://m.media-amazon.com/images/M/MV5BODMwMDY2YzUtNGFiNS00NDA1LWI4YzMtYzVmM2RlZTk3NGVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1017,Scary Movie,2000,tt0175142,6.2,Comedy,https://m.media-amazon.com/images/M/MV5BMGEzZjdjMGQtZmYzZC00N2I4LThiY2QtNWY5ZmQ3M2ExZmM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1022,Groove,2000,tt0212974,6.6,"Drama, Music",https://m.media-amazon.com/images/M/MV5BNjk1YTlhZjYtOThjMC00NTAxLTg4MWItNjFiNTExYjdlNDcxXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg
1025,X-Men,2000,tt0120903,7.4,"Action, Adventure, Sci-Fi",https://m.media-amazon.com/images/M/MV5BZmIyMDk5NGYtYjQ5NS00ZWQxLTg2YzQtZDk1ZmM4ZDBlN2E3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1026,Chuck,2000,tt0283995,5.8,Short,https://m.media-amazon.com/images/M/MV5BMTYwMTc0OTcxMF5BMl5BanBnXkFtZTcwODc4NTgyMQ@@._V1_SX300.jpg
1030,What Lies Beneath,2000,tt0161081,6.6,"Drama, Fantasy, Horror, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BNTY4NjNkMTMtNTEyOC00NDBiLWFkZjMtZDkwYzU3OTFjOTkzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
1053,Nutty Professor II: The Klumps,2000,tt0144528,4.4,"Comedy, Romance, Sci-Fi",https://m.media-amazon.com/images/M/MV5BNjcyOWM2NTUtYzRjYS00ZTQ4LWFlZGItNTE2MDg4MGIxNjAyXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
1056,Autumn in New York,2000,tt0174480,5.7,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BMWFlM2VmYTUtZmFmMC00N2Y1LWE3NmUtYWI5MWZiMTY3NDRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1057,Coyote Ugly,2000,tt0200550,5.7,"Comedy, Drama, Music, Romance",https://m.media-amazon.com/images/M/MV5BZWZhZmFkMjQtMWYyMC00NmQ3LTk5M2MtZDU3ZjNjYmM0ZTYxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
1058,Hollow Man,2000,tt0164052,5.8,"Action, Horror, Sci-Fi, Thriller",https://m.media-amazon.com/images/M/MV5BZTM1MjM2Y2QtOTMyOS00ZTE4LWFiZTEtMjBjMjg3NmE0ZjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1059,Space Cowboys,2000,tt0186566,6.4,"Action, Adventure, Thriller",https://m.media-amazon.com/images/M/MV5BMTk4NzAwOTkwMF5BMl5BanBnXkFtZTYwMDM3MTM3._V1_SX300.jpg
1062,Psycho Beach Party,2000,tt0206226,6.2,"Comedy, Horror, Mystery",https://m.media-amazon.com/images/M/MV5BMTI4MjI1NDE0OF5BMl5BanBnXkFtZTcwODg4NDUxMQ@@._V1_SX300.jpg
1063,Saving Grace,2000,tt0195234,6.9,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BY2YyNGQyMmEtOGIwOS00N2QyLWFlNzEtNjRjYzFmMjJmY2M5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
1083,Margaret Cho: I'm the One That I Want,2000,tt0251739,7.4,"Documentary, Comedy",https://m.media-amazon.com/images/M/MV5BMTQ4MDIxMzUzOV5BMl5BanBnXkFtZTcwOTk4NjIyMQ@@._V1_SX300.jpg
1089,Bless the Child,2000,tt0163983,5.1,"Crime, Drama, Horror, Thriller",https://m.media-amazon.com/images/M/MV5BNWUwMmRiZDktMjMzMy00ZGZhLTlmNDItN2M3Yjc3MGExNzAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1090,Cecil B. DeMented,2000,tt0173716,6.2,"Comedy, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BOWE2YzQ4MDMtZmQ5Yi00YjU5LTkyMzUtYzk5NzY3OTFiM2MwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
1094,About Adam,2000,tt0199314,5.8,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BODFjYzk2MDYtNThjMC00YzA5LTk5MzMtMWMyNzc4MmQyZDRhXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg
1114,Bring It On,2000,tt0204946,6.0,"Comedy, Romance, Sport",https://m.media-amazon.com/images/M/MV5BNjhiMjk1YWYtMjgyYy00YTFhLTk0NTMtN2Q5MDZjMWEyYWI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1120,Skipped Parts,2000,tt0209322,6.3,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTc2NjUyMzY0Nl5BMl5BanBnXkFtZTcwNjQ5OTUxMQ@@._V1_SX300.jpg
1121,Highlander: Endgame,2000,tt0144964,4.6,"Action, Adventure, Fantasy, Sci-Fi",https://m.media-amazon.com/images/M/MV5BZWMyZDdhNDYtNWE5MS00N2Q5LThmYjMtOGMzZjFmOGIzMWQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1125,Nurse Betty,2000,tt0171580,6.1,"Comedy, Crime, Drama, Romance",https://m.media-amazon.com/images/M/MV5BYjU2OGVhYjgtYWE3Zi00MzM5LWEwYjgtYjQxNzkxNzhhZGFjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
1129,Almost Famous,2000,tt0181875,7.9,"Adventure, Comedy, Drama, Music",https://m.media-amazon.com/images/M/MV5BMzY1ZjMwMGEtYTY1ZS00ZDllLTk0ZmUtYzA3ZTA4NmYwNGNkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
1130,Bait,2000,tt0211938,5.8,"Action, Comedy, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BMTc2NzM2MjY1OV5BMl5BanBnXkFtZTYwMTkyNjc3._V1_SX300.jpg
1131,Circus,2000,tt0191037,5.7,"Crime, Thriller, Drama",https://m.media-amazon.com/images/M/MV5BNDQ1MDU3NzU4MF5BMl5BanBnXkFtZTcwODk0MTYyMQ@@._V1_SX300.jpg
1133,Duets,2000,tt0134630,6.1,"Comedy, Drama, Music, Romance",https://m.media-amazon.com/images/M/MV5BNTI3MDg5MDY0Ml5BMl5BanBnXkFtZTYwMTg1MDE3._V1_SX300.jpg
1138,Under Suspicion,2000,tt0164212,6.5,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMTdlNzA1NDMtYjhhZC00NDljLWI0YWItZTEzOTNiNDM2OTFkXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg
1140,Urban Legends: Final Cut,2000,tt0192731,4.3,"Horror, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BM2Y3Y2FlNTQtOTYzYS00NjdjLTlkNjEtNTE5NzRiMTZkNTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1141,Woman on Top,2000,tt0206420,5.3,"Comedy, Fantasy, Romance",https://m.media-amazon.com/images/M/MV5BODc2NDA5YTQtY2ViZi00OTk4LTlmMTgtYjM2YjljOTY5ZmYwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg
1142,Dancer in the Dark,2000,tt0168629,8.0,"Crime, Drama, Musical",https://m.media-amazon.com/images/M/MV5BNDVkYWMxNWEtNjc2MC00OGI5LWI3NmUtYWUwNDQyOTc3YmY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1143,Best in Show,2000,tt0218839,7.4,Comedy,https://m.media-amazon.com/images/M/MV5BMTQ5OTc0NDU1MF5BMl5BanBnXkFtZTYwNzk1OTI3._V1_SX300.jpg
1144,Beautiful,2000,tt0210567,5.5,"Drama, Comedy",https://m.media-amazon.com/images/M/MV5BMTE5OTY1NDgxN15BMl5BanBnXkFtZTYwNDAwMjY3._V1_SX300.jpg
1147,Girlfight,2000,tt0210075,6.7,"Drama, Sport",https://m.media-amazon.com/images/M/MV5BMjMxMzFiODYtYTA3OC00Mjk0LTk5MzgtZjkxMDRiM2M1MzMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1148,Remember the Titans,2000,tt0210945,7.8,"Biography, Drama, Sport",https://m.media-amazon.com/images/M/MV5BYThkMzgxNjEtMzFiOC00MTI0LWI5MDItNDVmYjA4NzY5MDQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1175,Bamboozled,2000,tt0215545,6.5,"Comedy, Drama, Music",https://m.media-amazon.com/images/M/MV5BMTI2ODIzMjUyMV5BMl5BanBnXkFtZTYwNzEyMzY3._V1_SX300.jpg
1177,Digimon: The Movie,2000,tt0259974,6.1,"Animation, Action, Adventure, Family, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMjE2NTAyMjUxMl5BMl5BanBnXkFtZTYwOTAwODQ3._V1_SX300.jpg
1178,Get Carter,2000,tt0208988,5.2,"Action, Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMTkzMDk3Njg3NF5BMl5BanBnXkFtZTYwNTIzMzU3._V1_SX300.jpg
1180,Meet the Parents,2000,tt0212338,7.0,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMGNlMGZiMmUtZjU0NC00MWU4LWI0YTgtYzdlNGVhZGU4NWZlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
1181,Requiem for a Dream,2000,tt0180093,8.3,Drama,https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
1182,Tigerland,2000,tt0170691,7.0,"Drama, War",https://m.media-amazon.com/images/M/MV5BMzRlZDEwYmItYjMwMC00NjliLWJlN2YtZmNkYjYxNjU4M2QxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
1183,Two Family House,2000,tt0202641,7.1,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTQ3MTUzODAxOF5BMl5BanBnXkFtZTcwMjYyNjEyMQ@@._V1_SX300.jpg
1199,Billy Elliot,2000,tt0249462,7.7,"Drama, Music",https://m.media-amazon.com/images/M/MV5BNGY3NWYwNzctNWU5Yi00ZjljLTgyNDgtZjNhZjRlNjc0ZTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1200,Bedazzled,2000,tt0230030,6.0,"Comedy, Fantasy",https://m.media-amazon.com/images/M/MV5BODgxOTg5OGUtOWViMC00NjM5LWEyMTQtN2M4NTBjYWUzOWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1201,Pay It Forward,2000,tt0223897,7.2,Drama,https://m.media-amazon.com/images/M/MV5BNjI3ODI5NDEwMl5BMl5BanBnXkFtZTYwNDYyMjU3._V1_SX300.jpg
1205,Book of Shadows: Blair Witch 2,2000,tt0229260,3.9,"Adventure, Fantasy, Horror, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BY2YzNzg1YTAtMjU4MC00OWU5LWFiNjAtZmI0Zjc5MmM4YzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1209,Charlie's Angels,2000,tt0160127,5.5,"Action, Adventure, Comedy, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BMGI1NTM5MTItNDcxMS00YTIwLTg1NjUtNzE5ZGE5NDkxMmU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1211,Little Nicky,2000,tt0185431,5.3,"Comedy, Fantasy",https://m.media-amazon.com/images/M/MV5BMTQ4MTk3Mzk5NV5BMl5BanBnXkFtZTYwMTQ3NzI3._V1_SX300.jpg
1212,Men of Honor,2000,tt0203019,7.2,"Biography, Drama",https://m.media-amazon.com/images/M/MV5BMTc1Njk1NTE3NF5BMl5BanBnXkFtZTgwNjAyMzcxMTE@._V1_SX300.jpg
1213,Red Planet,2000,tt0199753,5.7,"Action, Sci-Fi, Thriller",https://m.media-amazon.com/images/M/MV5BMTY2MzE0MjAwOF5BMl5BanBnXkFtZTYwNDM4Mzg2._V1_SX300.jpg
1215,You Can Count on Me,2000,tt0203230,7.5,Drama,https://m.media-amazon.com/images/M/MV5BZTNmZGNkODUtZWZhMi00NGMwLWEzZWMtNTEzNzU3ZmUxNWZmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
1218,The 6th Day: The Future Is Coming,2000,tt3309504,6.2,"Documentary, Short",https://m.media-amazon.com/images/M/MV5BMTk1OTU5OTU2MV5BMl5BanBnXkFtZTYwMjMxMDk2._V1_SX300.jpg
