userId,movieId,rating,timestamp
10,93311,5.0,1455302172
10,94256,0.5,1455301892
10,95170,1.0,1455398105
10,100567,4.0,1455398111
10,100571,4.0,1455356177
10,101606,4.0,1455357653
10,102443,2.5,1455399232
10,103928,4.5,1455306204
10,104373,2.0,1455399188
10,106719,0.5,1455398092
10,107085,4.0,1455357656
10,109238,4.0,1455398144
10,110507,4.5,1455357698
10,116377,1.0,1455302650
10,126660,3.5,1455357384
10,133252,5.0,1455302192
10,134827,4.0,1455356898
10,137342,5.0,1455356776
12,1199,4.5,1247263471
12,1250,4.5,1247264420
12,2852,4.0,1247264417
12,4174,5.0,1247264138
12,37861,5.0,1247264192
12,61224,5.0,1247264457
13,532,4.0,987895952
13,641,2.0,987895720
13,745,3.0,987895651
13,810,5.0,987895902
13,856,4.0,987895902
13,949,3.0,987895952
13,1025,4.0,987895902
13,1030,4.0,987895720
13,1059,4.0,987895952
13,1125,3.0,987895651
13,1129,4.0,987895582
13,1209,3.0,987895952
13,1228,5.0,987895902
13,1243,5.0,987895651
13,1380,4.0,987895720
15,742,5.0,1299425097
15,767,3.5,1510572486
15,787,4.0,1299425208
15,810,5.0,1510571768
15,849,1.5,1299425200
15,1181,4.0,1510572144
15,1226,3.0,1510571677
15,1250,4.0,1299425113
15,1254,3.5,1510572048
15,1458,1.5,1510571774
15,1538,3.0,1510577965
15,1602,4.0,1510573239
15,2118,3.5,1510577956
15,2677,4.0,1510571793
15,2850,3.0,1510578001
15,3221,5.0,1510571938
15,3609,3.0,1510577979
15,3734,3.5,1510571682
15,4106,3.0,1510572077
15,4486,3.5,1510572802
15,4670,3.0,1510572163
15,5592,2.5,1510578083
15,5876,3.5,1510572823
15,30725,5.0,1510572900
15,45536,4.5,1510572550
15,46006,3.0,1510573220
15,48104,3.0,1510577962
15,53406,3.5,1510572810
15,56547,2.0,1510572096
15,57301,3.5,1510577951
15,61091,3.0,1510578158
15,61846,4.0,1510572137
15,65469,3.0,1510572824
15,66186,3.5,1510577953
15,67518,3.5,1510572656
15,68289,4.0,1510578034
15,68496,2.5,1510578103
15,70230,3.0,1510572052
15,76364,3.5,1510571930
15,81384,5.0,1510572834
15,82646,3.5,1510572833
15,88732,3.0,1510573214
15,92096,3.0,1510572894
15,93842,3.0,1510572815
15,95170,4.0,1510572473
15,96346,1.0,1510571958
15,99096,4.0,1510572902
15,100481,3.5,1510573234
15,102073,4.5,1510572095
15,102736,4.0,1510572616
15,106719,4.0,1510571878
15,107334,1.5,1510573153
15,108991,4.5,1510572026
15,109788,4.5,1510572466
15,110084,1.5,1510571973
15,112381,2.0,1510572159
15,112945,2.0,1510572009
15,117698,2.5,1510573154
15,120114,2.0,1510572126
15,120118,5.0,1510572679
15,120136,2.0,1510571949
15,120154,2.0,1510572670
15,120156,1.0,1510573305
15,131362,4.0,1510571883
15,132085,4.5,1510572481
15,140617,3.0,1510572581
15,149309,5.0,1510572535
15,149313,3.0,1510578039
15,156104,3.5,1510578028
15,158212,3.5,1510572512
15,163760,5.0,1510572789
15,163867,3.5,1510572516
16,1181,4.0,1377477886
16,1243,3.0,1377477891
16,1458,4.5,1377476925
16,2110,3.5,1377477936
16,2205,4.0,1377476860
16,2850,4.5,1377476877
16,4593,3.5,1377477402
16,24843,4.0,1377477684
16,45626,4.0,1377477809
16,57301,4.0,1377477834
16,66186,4.0,1377477654
16,75731,4.5,1377477830
16,76364,3.0,1377476916
17,1181,4.5,1322629083
17,1458,4.0,1305696762
17,2850,5.0,1322628751
17,3248,4.5,1322628668
17,4102,3.5,1322629189
17,28890,4.5,1322629178
17,31026,4.0,1305696851
17,45626,4.5,1322629142
17,57301,3.5,1305696839
17,65389,4.0,1305696894
17,65590,4.5,1322629267
17,74687,3.5,1307262449
17,75731,4.0,1305696624
17,76364,4.5,1305696716
17,79691,4.0,1305696644
18,810,4.5,1455209857
18,983,3.5,1455529841
18,1017,2.0,1455231603
18,1025,4.0,1464994762
18,1181,4.5,1455529881
18,1226,2.5,1455231481
18,1243,4.5,1456958432
18,1458,4.5,1455231390
18,1471,4.0,1476901503
18,1538,4.0,1455209697
18,1875,3.0,1456395471
18,1960,3.0,1457005711
18,2048,3.0,1456919460
18,2118,4.0,1455209685
18,2128,3.5,1456923934
18,2195,4.0,1455209694
18,2205,4.0,1455209683
18,2450,4.0,1455209763
18,2498,3.5,1455050827
18,2581,4.0,1456923908
18,2677,4.0,1455209691
18,2691,2.5,1455050758
18,2696,4.0,1458669462
18,2713,3.0,1455050806
18,2901,3.5,1456919349
18,3048,3.5,1456923936
18,3135,3.5,1456832424
18,3176,2.5,1455231780
18,3188,4.0,1455050816
18,3221,4.0,1455209729
18,3519,3.0,1455049949
18,3532,4.5,1500747595
18,3565,4.0,1464994734
18,3605,3.5,1455049753
18,3609,4.0,1455049810
18,3766,3.0,1455050877
18,3771,4.5,1455049808
18,3780,2.0,1455050951
18,3941,3.0,1456919632
18,4095,3.5,1455049761
18,4102,4.0,1456780831
18,4106,3.5,1455049814
18,4120,0.5,1455050979
18,4379,4.5,1455049845
18,4486,4.5,1455049744
18,4525,3.0,1455050834
18,4549,3.0,1455655129
18,4555,3.0,1455049931
18,4593,4.0,1456924036
18,4605,3.5,1455049881
18,4670,3.5,1455654949
18,5075,4.5,1492805510
18,5592,3.5,1455654935
18,5600,3.5,1456923938
18,5873,2.5,1455060196
18,5876,3.5,1455049735
18,5897,4.0,1455749019
18,6016,3.5,1466969253
18,6030,4.0,1455617710
18,6149,3.5,1455049936
18,6182,4.0,1455049893
18,6189,3.5,1455050859
18,6190,4.0,1466969258
18,6216,3.0,1455049865
18,24921,2.5,1476814266
18,25063,3.5,1456958283
18,25110,4.5,1526159893
18,28025,4.0,1455050800
18,28917,2.0,1455049910
18,29819,3.5,1455654945
18,30847,3.5,1455655026
18,31026,4.5,1455050618
18,31382,3.5,1455049954
18,31637,3.5,1455231107
18,33751,3.0,1455051042
18,33761,4.0,1455231182
18,34618,1.5,1455050989
18,34961,4.0,1455049923
18,34973,4.0,1455050937
18,35270,4.0,1455049942
18,35293,4.0,1458593231
18,38051,4.0,1455050836
18,41423,4.5,1455050089
18,41431,4.5,1455049886
18,41897,4.5,1455049870
18,42731,4.0,1455231957
18,42749,3.5,1455232017
18,42954,4.0,1455049739
18,43810,3.5,1455059798
18,44197,1.0,1455749474
18,44432,3.0,1455655111
18,44723,4.0,1456859832
18,45626,4.0,1455049848
18,46883,3.5,1457444465
18,48104,3.5,1455059813
18,48772,4.5,1455821297
18,48894,3.5,1455049725
18,49836,4.5,1457650649
18,50357,3.5,1455231338
18,50361,3.0,1521323641
18,50550,2.5,1455749879
18,51204,3.0,1455232038
18,51228,3.0,1455749279
18,51518,4.0,1455050518
18,52350,4.5,1469995045
18,52479,3.5,1455231983
18,52508,4.0,1476901520
18,52522,4.5,1482355905
18,52997,4.5,1459363622
18,53989,4.0,1464994729
18,54760,2.5,1456924845
18,54872,3.5,1455749376
18,54901,4.0,1455749164
18,55531,4.0,1455749828
18,56547,4.0,1455618310
18,56847,2.5,1455231357
18,57016,4.0,1455749175
18,57272,3.5,1455529605
18,57306,2.5,1455749302
18,57916,3.5,1455749277
18,57988,3.0,1455749449
18,59666,3.5,1455749428
18,60363,3.5,1455749413
18,61429,4.5,1500585017
18,61846,3.5,1455059693
18,64166,4.0,1456924733
18,65305,4.5,1455749814
18,65389,3.5,1455059756
18,65391,4.0,1475188724
18,65551,4.0,1455749310
18,65590,3.5,1455231723
18,66186,4.0,1455749241
18,66872,4.0,1456772121
18,67518,3.5,1455749255
18,69131,4.5,1455618430
18,69243,3.5,1455749223
18,69610,3.0,1455529598
18,70230,4.0,1455749238
18,70249,4.5,1455749266
18,71690,4.5,1455050015
18,72021,3.5,1455051099
18,72180,4.0,1476901606
18,73309,3.0,1456924816
18,73407,2.5,1456924918
18,73483,4.5,1455051151
18,74793,4.0,1455051202
18,75731,4.0,1456744760
18,76364,4.5,1455050059
18,76525,3.0,1478366123
18,76934,4.0,1455051182
18,77451,3.5,1455749571
18,77721,4.0,1463686312
18,82646,3.5,1478641446
18,83422,3.5,1456924897
18,83564,3.5,1455051197
18,83860,4.0,1468877753
18,84112,3.0,1455231363
18,84464,4.0,1455051166
18,85326,3.0,1457352482
18,85361,3.0,1455051194
18,85372,4.0,1455051109
18,87832,4.0,1511043515
18,88732,4.0,1455051164
18,88774,4.0,1455051101
18,89326,3.5,1466977156
18,92673,2.5,1456750781
18,93664,4.0,1521233253
18,93720,4.0,1515532582
18,93842,3.0,1455051188
18,93887,4.0,1499621886
18,94984,3.5,1455617979
18,95170,3.0,1455051126
18,95356,4.0,1473004465
18,95817,3.5,1517686559
18,96346,4.0,1455051144
18,96960,3.5,1465164460
18,97045,4.0,1473004463
18,99357,3.5,1457382480
18,99677,4.0,1455051113
18,100135,4.0,1513369638
18,100485,3.5,1478381466
18,101004,4.0,1478632286
18,101473,3.0,1458585307
18,102111,3.0,1456770932
18,103304,3.5,1478366140
18,103719,4.0,1455051107
18,104071,4.0,1478631983
18,106719,4.5,1455050087
18,107334,3.5,1457382469
18,108594,4.0,1455050010
18,108991,3.5,1456744991
18,109415,3.5,1466968168
18,109653,4.0,1456832692
18,109784,4.5,1455664748
18,110084,4.5,1455618433
18,111292,3.5,1477511813
18,111298,4.0,1466968153
18,112945,4.5,1455051411
18,114029,4.5,1455050523
18,114055,3.5,1456910057
18,114408,4.0,1473004722
18,116132,3.5,1483294684
18,116377,4.0,1457382413
18,120118,4.0,1466366745
18,120124,3.5,1457382463
18,120132,4.0,1457382458
18,120136,3.5,1460575806
18,120152,3.0,1468354075
18,120156,4.0,1469816977
18,125852,3.5,1502901639
18,131362,4.5,1456693665
18,132085,3.5,1469994968
18,132801,3.5,1477849300
18,136617,3.5,1473351954
18,137521,4.0,1456859803
18,138920,4.0,1478124485
18,139720,4.5,1486643850
18,141442,4.0,1455060282
18,142515,3.5,1466508318
18,152400,4.0,1457551336
18,155470,4.0,1493930228
18,156204,3.5,1511651100
18,156325,3.5,1513378355
18,157670,3.0,1473361651
18,158814,4.0,1499631585
18,159582,3.5,1482346781
18,159838,3.5,1493142085
18,161411,3.0,1517508124
18,163247,3.5,1534786448
18,163867,4.0,1502218032
18,165484,4.0,1493155981
18,168255,4.0,1505599943
18,173333,3.5,1513110715
18,174825,4.5,1534007386
18,177327,3.0,1534698700
18,178009,4.5,1511101918
19,422,1.0,965703443
19,457,3.0,965703061
19,505,2.0,965703084
19,532,3.0,965703299
19,548,2.0,965703425
19,556,2.0,965703084
19,641,2.0,965703299
19,686,2.0,965703458
19,713,2.0,965703200
19,742,3.0,965703236
19,766,2.0,965703269
19,767,2.0,965703221
19,768,2.0,965704618
19,810,3.0,965703221
19,826,2.0,965702805
19,855,2.0,965702805
19,856,3.0,965702776
19,949,2.0,965702842
19,975,2.0,965702940
19,976,2.0,965702866
19,977,4.0,965702776
19,983,3.0,965702777
19,984,3.0,965702843
19,1017,1.0,965702905
19,1025,4.0,965702777
19,1030,2.0,965702843
19,1057,3.0,965702777
19,1058,1.0,965702843
20,532,3.0,1054147217
20,640,3.5,1054037151
20,742,3.0,1054037270
20,744,3.0,1054037253
20,767,1.0,1054037573
20,768,1.5,1054037346
20,787,3.0,1054147183
20,797,3.0,1054037706
20,810,4.5,1054037169
20,847,2.5,1054037838
20,855,3.0,1054147285
20,856,2.0,1054037231
20,976,1.0,1054147299
20,983,5.0,1054037147
20,1025,3.5,1054037246
20,1114,2.5,1054037657
20,1129,4.5,1054036184
20,1180,3.5,1054037203
20,1199,4.5,1054037160
20,1209,3.5,1054147198
20,1218,2.5,1054037622
20,1220,3.5,1054037831
20,1222,0.5,1054037862
20,1226,2.5,1054037305
20,1228,3.5,1054037208
20,1231,2.0,1054147273
20,1246,4.0,1054037132
20,1251,4.0,1054037081
20,1254,3.5,1054036206
20,1257,3.5,1054147190
20,1259,4.0,1054036290
20,1261,4.0,1054037969
20,1286,2.5,1054037695
20,1386,4.0,1054037824
20,1458,3.5,1054037196
20,1464,0.5,1054037511
20,1478,5.0,1054037200
20,1538,5.0,1054037117
20,1540,3.5,1054037213
20,1542,4.0,1054147265
20,1576,3.5,1054147210
20,1598,1.5,1054038539
20,1599,0.5,1054147289
20,1602,3.0,1054037504
20,1610,3.5,1054037158
20,1678,3.5,1054037907
20,1679,3.0,1054037488
20,1681,2.0,1054037667
20,1870,1.5,1054147250
20,1873,3.0,1054037434
20,1875,3.0,1054147258
20,1950,3.0,1054037502
20,1966,1.0,1054037534
20,2008,3.5,1054037390
20,2048,3.5,1054037616
20,2053,0.5,1054037528
20,2080,1.5,1054037367
20,2097,3.0,1054037653
20,2118,4.0,1054037089
20,2128,4.5,1054037243
20,2133,3.5,1054037324
20,2222,4.0,1054037593
20,2245,4.5,1054037401
20,2246,4.0,1054037384
20,2247,4.0,1054037122
20,2342,3.0,1054037644
20,2450,5.0,1054037258
20,2486,3.0,1054147243
20,2525,3.5,1054037273
20,2531,4.0,1054037084
20,2545,0.5,1054147317
20,2581,3.0,1054037241
20,2596,4.0,1054037333
20,2610,4.0,1054147227
20,2620,4.0,1054037110
20,2651,0.5,1054037857
20,2677,4.5,1054037115
20,2695,2.0,1054147287
20,2713,1.0,1054037494
20,2734,3.0,1054037284
20,2739,0.5,1054147297
20,2850,5.0,1054037190
20,2862,3.5,1054037295
20,3017,4.0,1054037720
20,3048,4.5,1054037077
20,3221,4.5,1054037112
20,3223,5.0,1054037184
20,3388,3.0,1054036804
20,3389,2.0,1054036811
20,3529,4.0,1054036670
20,3565,4.0,1054036616
21,810,2.5,1436989941
21,849,2.0,1403459815
21,855,4.0,1376823417
21,1025,3.5,1441392970
21,1180,3.5,1421521749
21,1220,1.0,1418063141
21,1538,4.0,1418932197
21,1678,3.5,1412967924
21,1870,4.0,1376823473
21,1933,3.5,1403459884
21,1950,4.5,1376823727
21,2118,3.5,1418932236
21,2128,4.0,1418932147
21,2195,4.5,1403460880
21,2205,3.0,1403460991
21,2450,4.0,1407617661
21,2451,3.0,1468113409
21,2486,3.0,1452052112
21,2498,1.0,1468113551
21,2581,3.0,1441826946
21,2610,4.0,1403459855
21,2677,4.5,1418932153
21,2691,4.5,1376823441
21,2713,3.0,1403459874
21,3048,4.0,1418932149
21,3104,5.0,1376822796
21,3221,3.5,1421521738
21,3387,3.5,1500702115
21,3605,3.0,1403459840
21,3735,3.5,1376823470
21,3771,4.0,1419795351
21,3780,3.5,1421521954
21,4106,1.5,1468113479
21,4174,4.0,1417378457
21,4605,3.0,1452052088
21,4670,1.5,1468113476
21,5592,4.0,1419025402
21,5600,4.0,1412968057
21,5868,3.0,1441826943
21,5876,4.0,1418063518
21,5897,4.0,1407617301
21,6030,4.0,1441826871
21,6178,3.0,1418063030
21,6204,4.0,1421521732
21,6216,4.5,1403459871
21,28025,3.5,1500701995
21,28057,3.5,1421521760
21,28917,3.5,1418926520
21,29819,3.0,1468113492
21,30725,4.5,1417378092
21,30847,4.0,1413055282
21,30911,4.0,1468113421
21,31026,3.5,1441826836
21,31280,3.5,1468113413
21,31382,3.0,1468113542
21,31394,3.0,1407617697
21,33751,3.5,1468113445
21,35270,1.5,1468114330
21,36947,2.5,1376823734
21,37861,1.5,1418926598
21,38047,4.0,1403460886
21,41423,2.5,1418932060
21,42418,3.5,1423422539
21,42679,3.5,1428775459
21,42731,3.5,1418063317
21,42904,3.0,1419794605
21,44204,3.5,1419794505
21,45229,5.0,1500701943
21,46504,4.0,1418063254
21,47421,2.0,1376823741
21,48104,3.5,1452051990
21,48316,3.5,1417378446
21,48894,3.5,1452052044
21,49962,0.5,1418063085
21,50205,3.5,1418846853
21,50353,4.5,1403460883
21,50357,4.0,1427558171
21,50554,4.5,1403637459
21,51204,3.0,1403460418
21,51228,3.5,1468113351
21,51508,3.5,1427558503
21,51518,4.0,1412967989
21,54007,3.5,1427558186
21,54872,3.0,1441826928
21,55257,2.0,1468113562
21,56230,4.5,1441393230
21,56547,4.0,1418063513
21,56601,3.0,1419025209
21,56661,2.5,1376823737
21,56847,4.0,1421521751
21,57016,3.5,1412967541
21,57132,3.0,1427558545
21,57306,3.5,1423422271
21,57629,3.5,1500702119
21,58392,1.0,1468113607
21,60314,3.5,1468113389
21,60345,3.5,1423422268
21,61091,3.5,1412967546
21,61264,2.5,1419794800
21,64166,0.5,1419794430
21,66023,3.5,1468113374
21,66025,3.5,1419794523
21,66186,4.5,1407617748
21,66758,3.5,1468113535
21,66876,4.0,1419025406
21,67076,4.0,1412967862
21,67518,3.5,1441826981
21,69610,3.5,1468113532
21,70230,4.0,1418847046
21,70249,2.5,1419795394
21,70338,2.0,1376823744
21,70551,3.0,1419794924
21,72021,2.5,1423422284
21,73325,3.5,1419795323
21,73483,2.5,1441826938
21,74793,4.0,1418847003
21,75731,4.0,1412968153
21,75869,4.5,1419025376
21,76364,3.5,1441393020
21,76366,2.0,1419794777
21,76417,4.0,1427558538
21,76525,3.5,1452052079
21,78461,3.5,1419795367
21,78796,2.5,1419794453
21,78823,1.0,1418846850
21,79066,3.0,1427558206
21,81384,3.5,1421521681
21,84464,3.5,1436989953
21,84752,3.5,1468113498
21,85357,4.0,1412967987
21,85372,3.5,1441393049
21,85637,2.5,1418926552
21,85976,3.0,1441393053
21,87481,3.5,1468113329
21,88732,3.5,1419795371
21,88767,3.5,1468113336
21,88862,4.0,1423422327
21,90742,3.0,1468114339
21,92399,3.5,1468113332
21,92673,3.5,1419794434
21,93311,4.0,1419795339
21,93820,3.5,1500701958
21,95145,2.0,1468114333
21,95170,3.5,1376823135
21,95356,3.5,1418846981
21,96346,3.5,1441826975
21,99096,4.5,1427558933
21,99357,3.5,1441393005
21,99948,3.0,1376823571
21,100373,4.0,1418932178
21,100460,3.5,1403460734
21,100485,3.0,1403460742
21,100567,4.0,1403460687
21,100571,3.5,1403460758
21,100604,3.5,1403461849
21,101033,0.5,1376823555
21,101042,3.5,1403460755
21,101051,1.5,1376823528
21,101115,3.5,1403460744
21,101443,4.0,1403460713
21,101606,3.5,1403460501
21,102073,4.0,1403460671
21,102445,2.0,1403460712
21,102885,4.0,1403460774
21,103076,2.0,1403460491
21,103186,3.5,1403461701
21,103304,3.5,1403461833
21,103719,4.0,1403460683
21,103723,3.5,1403460183
21,103772,2.5,1403460178
21,103928,4.0,1403460685
21,104148,3.0,1403460691
21,104152,2.5,1418846877
21,104373,4.0,1403460679
21,105388,3.0,1403460188
21,105422,3.5,1500701759
21,106164,1.0,1468113609
21,106177,3.0,1403461870
21,106719,3.0,1423422297
21,106808,2.5,1403460135
21,107096,1.5,1403460101
21,107334,3.5,1407619805
21,107785,3.0,1468113465
21,108345,2.5,1407617738
21,108594,3.5,1412967458
21,108849,4.0,1403460536
21,108975,3.5,1403460530
21,108991,4.5,1403460346
21,109013,4.5,1439751899
21,109076,3.5,1403460002
21,109238,3.5,1418063411
21,109370,3.5,1500701849
21,109407,3.5,1418063384
21,110084,4.0,1412967449
21,111412,3.5,1468113309
21,112050,1.0,1419794281
21,112381,3.5,1452052151
21,112849,4.0,1441393075
21,114029,2.5,1423422308
21,114055,3.5,1452051997
21,114600,3.5,1418063202
21,114761,4.0,1468113298
21,114804,2.5,1419794255
21,114822,3.5,1419794206
21,115083,3.0,1419794218
21,115154,3.5,1418063173
21,116373,0.5,1419793939
21,116377,4.0,1468113211
21,116387,3.5,1419794090
21,117196,2.0,1419794135
21,120114,3.5,1436989603
21,120118,4.0,1452051525
21,120124,3.5,1441392878
21,120128,4.0,1452052163
21,120132,3.5,1452052140
21,120136,3.5,1483340695
21,120154,4.0,1500701517
21,123780,3.0,1500701836
21,127682,3.0,1452051910
21,129389,2.5,1436989795
21,130651,3.0,1436989597
21,131600,3.5,1436989206
21,131625,2.5,1439752061
21,132085,4.0,1441392913
21,132365,3.5,1452051811
21,132768,3.5,1500701506
21,133093,0.5,1436989145
21,133119,4.5,1436989124
21,133248,3.0,1452051788
21,133252,4.0,1452051829
21,135268,3.5,1500701931
21,135418,0.5,1436989816
21,136874,0.5,1441394002
21,139768,2.5,1452051867
21,140477,1.5,1452051514
21,140617,4.0,1452051884
21,146612,1.5,1452051859
21,149313,4.0,1500701826
21,157797,1.0,1468113965
21,158104,0.5,1468113939
21,161411,4.0,1500701551
21,162141,3.5,1500702132
21,163724,3.5,1483340772
21,164268,4.0,1483340756
21,165484,3.0,1500701559
22,713,0.5,1268726778
22,810,4.0,1268727393
22,983,4.0,1268727157
22,1143,4.0,1268726837
22,1181,0.5,1268726317
22,1228,4.5,1268726758
22,1249,4.0,1268727100
22,1259,2.5,1268726799
22,1266,4.5,1268726741
22,1268,4.5,1268727180
22,1458,3.0,1268726490
22,1538,3.0,1268727454
22,2080,4.5,1268726967
22,2110,1.5,1268726600
22,2118,3.5,1268727375
22,2135,4.0,1268727442
22,2245,0.5,1268727056
22,2247,0.5,1268727162
22,2620,3.0,1268727177
22,2696,2.0,1268727450
22,2849,3.5,1268726826
22,2901,4.5,1268726814
22,2905,0.5,1268727068
22,3048,0.5,1268726358
22,3134,3.5,1268726753
22,3609,3.5,1268727332
22,3734,1.5,1268726926
22,3771,2.5,1268727433
22,3943,4.0,1268726851
22,4102,4.0,1268726636
22,4106,4.0,1268726782
22,4379,0.5,1268726811
22,4593,3.5,1268726531
22,4670,5.0,1268726785
22,5696,0.5,1268726944
22,5854,0.5,1268727113
22,6016,2.0,1268727389
22,6030,4.0,1268726866
22,6190,2.0,1268727348
22,6202,3.5,1268727357
22,27939,2.0,1268726686
22,27981,0.5,1268726523
22,28642,1.0,1268726502
22,28890,2.5,1268727239
22,31026,2.5,1268726623
22,31669,3.0,1268726958
22,33761,2.5,1268727409
22,34973,3.5,1268726773
22,35270,0.5,1268727279
22,36415,2.5,1268726935
22,39229,3.0,1268726734
22,41423,0.5,1268727414
22,44208,1.0,1268726712
22,45626,1.5,1268726542
